t,dy_left,dy_down,dy_up,dy_right,action
26.368,20,360,270,15,0
26.393,15,355,265,10,0
26.42,10,350,260,95,0
26.438,435,345,255,90,0
26.466,430,340,250,85,0
26.492,425,335,245,80,0
26.507,420,330,240,75,0
26.534,415,325,235,70,0
26.56,410,320,230,65,0
26.577,405,315,225,60,0
26.604,400,310,220,55,0
26.628,395,305,215,50,0
26.645,390,300,210,45,0
26.674,385,295,205,40,0
26.701,380,290,200,35,0
26.717,375,285,195,30,0
26.744,370,280,190,25,0
26.774,365,275,185,20,0
26.789,360,270,180,15,0
26.821,355,265,175,10,0
26.849,350,260,170,85,0
26.866,345,255,165,80,0
26.896,340,250,160,75,0
26.924,335,245,155,70,0
26.95,330,240,150,65,0
26.982,325,235,145,60,0
27.008,320,230,140,55,0
27.028,315,225,135,50,0
27.056,310,220,130,45,0
27.079,305,215,125,40,0
27.098,300,210,120,35,0
27.125,295,205,115,30,0
27.152,290,200,110,25,0
27.171,285,195,105,20,0
27.199,280,190,100,15,0
27.216,275,185,95,10,0
27.245,270,180,90,505,0
27.275,265,175,85,500,0
27.292,260,170,80,495,0
27.322,255,165,75,490,0
27.35,250,160,70,485,0
27.368,245,155,65,480,0
27.396,240,150,60,475,0
27.426,235,145,55,470,0
27.443,230,140,50,465,0
27.473,225,135,45,460,0
27.501,220,130,40,455,0
27.519,215,125,35,450,0
27.547,210,120,30,445,0
27.576,205,115,25,440,0
27.594,200,110,20,435,0
27.623,195,105,15,430,0
27.65,190,100,10,425,0
27.671,185,95,500,420,0
27.702,180,90,495,415,0
27.728,175,85,490,410,0
27.747,170,80,485,405,0
27.775,165,75,480,400,0
27.801,160,70,475,395,0
27.822,155,65,470,390,0
27.848,150,60,465,385,0
27.867,145,55,460,380,0
27.895,140,50,455,375,0
27.924,135,45,450,370,0
27.941,130,40,445,365,0
27.972,125,35,440,360,0
28.0,120,30,435,355,0
28.018,115,25,430,350,0
28.047,110,20,425,345,0
28.076,105,15,420,340,0
28.092,100,10,415,335,0
28.122,95,170,410,330,0
28.148,90,165,405,325,0
28.166,85,160,400,320,0
28.195,80,155,395,315,0
28.224,75,150,390,310,0
28.241,70,145,385,305,0
28.271,65,140,380,300,0
28.296,60,135,375,295,0
28.316,55,130,370,290,0
28.344,50,125,365,285,0
28.374,45,120,360,280,0
28.391,40,115,355,275,0
28.419,35,110,350,270,0
28.446,30,105,345,265,0
28.465,25,100,340,260,0
28.495,20,95,335,255,0
28.521,15,90,330,250,0
28.541,10,85,325,245,0
28.567,165,80,320,240,0
28.585,160,75,315,235,0
28.613,155,70,310,230,0
28.642,150,65,305,225,0
28.657,145,60,300,220,0
28.688,140,55,295,215,0
28.717,135,50,290,210,0
28.736,130,45,285,205,0
28.763,125,40,280,200,0
28.795,120,35,275,195,0
28.812,115,30,270,190,0
28.84,110,25,265,185,0
28.869,105,20,260,180,0
28.889,100,15,255,175,0
28.921,95,10,250,170,0
28.949,90,400,245,165,0
28.969,85,395,240,160,0
28.996,80,390,235,155,0
29.025,75,385,230,150,0
29.043,70,380,225,145,0
29.072,65,375,220,140,0
29.097,60,370,215,135,0
29.119,55,365,210,130,0
29.147,50,360,205,125,0
29.165,45,355,200,120,0
29.193,40,350,195,115,0
29.223,35,345,190,110,0
29.24,30,340,185,105,0
29.269,25,335,180,100,0
29.297,20,330,175,95,0
29.315,15,325,170,90,0
29.343,10,320,165,85,0
29.373,235,315,160,80,0
29.389,230,310,155,75,0
29.419,225,305,150,70,0
29.447,220,300,145,65,0
29.467,215,295,140,60,0
29.495,210,290,135,55,0
29.522,205,285,130,50,0
29.54,200,280,125,45,0
29.57,195,275,120,40,0
29.597,190,270,115,35,0
29.617,185,265,110,30,0
29.645,180,260,105,25,0
29.663,175,255,100,20,0
29.691,170,250,95,15,0
29.721,165,245,90,10,0
29.748,160,240,85,395,0
29.767,155,235,80,390,0
29.796,150,230,75,385,0
29.814,145,225,70,380,0
29.842,140,220,65,375,0
29.869,135,215,60,370,0
29.889,130,210,55,365,0
29.918,125,205,50,360,0
29.947,120,200,45,355,0
29.966,115,195,40,350,0
29.995,110,190,35,345,0
30.024,105,185,30,340,0
30.041,100,180,25,335,0
30.07,95,175,20,330,0
30.098,90,170,15,325,0
30.116,85,165,10,320,0
30.144,80,160,235,315,0
30.173,75,155,230,310,0
30.19,70,150,225,305,0
30.22,65,145,220,300,0
30.247,60,140,215,295,0
30.268,55,135,210,290,0
30.295,50,130,205,285,0
30.322,45,125,200,280,0
30.34,40,120,195,275,0
30.368,35,115,190,270,0
30.395,30,110,185,265,0
30.414,25,105,180,260,0
30.448,20,100,175,255,0
30.469,15,95,170,250,0
30.499,10,90,165,245,0
30.528,470,85,160,240,0
30.546,465,80,155,235,0
30.575,460,75,150,230,0
30.603,455,70,145,225,0
30.622,450,65,140,220,0
30.652,445,60,135,215,0
30.678,440,55,130,210,0
30.699,435,50,125,205,0
30.729,430,45,120,200,0
30.757,425,40,115,195,0
30.775,420,35,110,190,0
30.804,415,30,105,185,0
30.829,410,25,100,180,0
30.849,405,20,95,175,0
30.878,400,15,90,170,0
30.896,395,10,85,165,0
30.923,390,235,80,160,0
30.956,385,230,75,155,0
30.971,380,225,70,150,0
31.001,375,220,65,145,0
31.028,370,215,60,140,0
31.046,365,210,55,135,0
31.074,360,205,50,130,0
31.105,355,200,45,125,0
31.12,350,195,40,120,0
31.15,345,190,35,115,0
31.179,340,185,30,110,0
31.197,335,180,25,105,0
31.225,330,175,20,100,0
31.252,325,170,15,95,0
31.27,320,165,10,90,0
31.3,315,160,395,85,0
31.327,310,155,390,80,0
31.346,305,150,385,75,0
31.377,300,145,380,70,0
31.394,295,140,375,65,0
31.422,290,135,370,60,0
31.452,285,130,365,55,0
31.479,280,125,360,50,0
31.499,275,120,355,45,0
31.527,270,115,350,40,0
31.544,265,110,345,35,0
31.572,260,105,340,30,0
31.602,255,100,335,25,0
31.618,250,95,330,20,0
31.648,245,90,325,15,0
31.678,240,85,320,10,0
31.696,235,80,315,150,0
31.728,230,75,310,145,0
31.761,225,70,305,140,0
31.78,220,65,300,135,0
31.811,215,60,295,130,0
31.838,210,55,290,125,0
31.86,205,50,285,120,0
31.888,200,45,280,115,0
31.909,195,40,275,110,0
31.943,190,35,270,105,0
31.972,185,30,265,100,0
31.992,180,25,260,95,0
32.024,175,20,255,90,0
32.044,170,15,250,85,0
32.072,165,10,245,80,0
32.103,160,415,240,75,0
32.133,155,410,235,70,0
32.154,150,405,230,65,0
32.186,145,400,225,60,0
32.203,140,395,220,55,0
32.235,135,390,215,50,0
32.263,130,385,210,45,0
32.281,125,380,205,40,0
32.312,120,375,200,35,0
32.341,115,370,195,30,0
32.362,110,365,190,25,0
32.391,105,360,185,20,0
32.41,100,355,180,15,0
32.441,95,350,175,10,0
32.469,90,345,170,85,0
32.49,85,340,165,80,0
32.521,80,335,160,75,0
32.551,75,330,155,70,0
32.571,70,325,150,65,0
32.602,65,320,145,60,0
32.628,60,315,140,55,0
32.65,55,310,135,50,0
32.677,50,305,130,45,0
32.697,45,300,125,40,0
32.726,40,295,120,35,0
32.76,35,290,115,30,0
32.78,30,285,110,25,0
32.809,25,280,105,20,0
32.839,20,275,100,15,0
32.86,15,270,95,10,0
32.891,10,265,90,545,0
32.917,240,260,85,540,0
32.94,235,255,80,535,0
32.97,230,250,75,530,0
32.995,225,245,70,525,0
33.024,220,240,65,520,0
33.053,215,235,60,515,0
33.074,210,230,55,510,0
33.104,205,225,50,505,0
33.134,200,220,45,500,0
33.162,195,215,40,495,0
33.205,190,210,35,490,0
33.225,185,205,30,485,0
33.252,180,200,25,480,0
33.276,175,195,20,475,0
33.293,170,190,15,470,0
33.322,165,185,10,465,0
33.347,160,180,80,460,0
33.364,155,175,75,455,0
33.391,150,170,70,450,0
33.415,145,165,65,445,0
33.433,140,160,60,440,0
33.46,135,155,55,435,0
33.486,130,150,50,430,0
33.5,125,145,45,425,0
33.526,120,140,40,420,0
33.553,115,135,35,415,0
33.569,110,130,30,410,0
33.594,105,125,25,405,0
33.623,100,120,20,400,0
33.639,95,115,15,395,0
33.664,90,110,10,390,0
33.694,85,105,230,385,0
33.708,80,100,225,380,0
33.734,75,95,220,375,0
33.763,70,90,215,370,0
33.779,65,85,210,365,0
33.804,60,80,205,360,0
33.833,55,75,200,355,0
33.858,50,70,195,350,0
33.874,45,65,190,345,0
33.903,40,60,185,340,0
33.927,35,55,180,335,0
33.943,30,50,175,330,0
33.972,25,45,170,325,0
33.998,20,40,165,320,0
34.015,15,35,160,315,0
34.043,10,30,155,310,0
34.07,70,25,150,305,0
34.087,65,20,145,300,0
34.115,60,15,140,295,0
34.141,55,10,135,290,0
34.159,50,310,130,285,0
34.185,45,305,125,280,0
34.211,40,300,120,275,0
34.227,35,295,115,270,0
34.254,30,290,110,265,0
34.279,25,285,105,260,0
34.297,20,280,100,255,0
34.324,15,275,95,250,0
34.349,10,270,90,245,0
34.366,380,265,85,240,0
34.392,375,260,80,235,0
34.419,370,255,75,230,0
34.436,365,250,70,225,0
34.462,360,245,65,220,0
34.488,355,240,60,215,0
34.506,350,235,55,210,0
34.532,345,230,50,205,0
34.559,340,225,45,200,0
34.576,335,220,40,195,0
34.602,330,215,35,190,0
34.628,325,210,30,185,0
34.645,320,205,25,180,0
34.672,315,200,20,175,0
34.699,310,195,15,170,0
34.717,305,190,10,165,0
34.743,300,185,90,160,0
34.771,295,180,85,155,0
34.786,290,175,80,150,0
34.813,285,170,75,145,0
34.842,280,165,70,140,0
34.865,275,160,65,135,0
34.884,270,155,60,130,0
34.911,265,150,55,125,0
34.937,260,145,50,120,0
34.953,255,140,45,115,0
34.98,250,135,40,110,0
35.005,245,130,35,105,0
35.023,240,125,30,100,0
35.051,235,120,25,95,0
35.077,230,115,20,90,0
35.093,225,110,15,85,0
35.121,220,105,10,80,0
35.145,215,100,370,75,0
35.162,210,95,365,70,0
35.19,205,90,360,65,0
35.218,200,85,355,60,0
35.231,195,80,350,55,0
35.26,190,75,345,50,0
35.286,185,70,340,45,0
35.3,180,65,335,40,0
35.327,175,60,330,35,0
35.355,170,55,325,30,0
35.369,165,50,320,25,0
35.398,160,45,315,20,0
35.427,155,40,310,15,0
35.44,150,35,305,10,0
35.47,145,30,300,80,0
35.496,140,25,295,75,0
35.52,135,20,290,70,0
35.539,130,15,285,65,0
35.565,125,10,280,60,0
35.591,120,195,275,55,0
35.61,115,190,270,50,0
35.637,110,185,265,45,0
35.655,105,180,260,40,0
35.681,100,175,255,35,0
35.708,95,170,250,30,0
35.727,90,165,245,25,0
35.754,85,160,240,20,0
35.783,80,155,235,15,0
35.8,75,150,230,10,0
35.83,70,145,225,305,0
35.857,65,140,220,300,0
35.874,60,135,215,295,0
35.903,55,130,210,290,0
35.933,50,125,205,285,0
35.949,45,120,200,280,0
35.975,40,115,195,275,0
36.004,35,110,190,270,0
36.02,30,105,185,265,0
36.047,25,100,180,260,0
36.075,20,95,175,255,0
36.089,15,90,170,250,0
36.119,10,85,165,245,0
36.146,565,80,160,240,0
36.16,560,75,155,235,0
36.19,555,70,150,230,0
36.22,550,65,145,225,0
36.238,545,60,140,220,0
36.263,540,55,135,215,0
36.292,535,50,130,210,0
36.308,530,45,125,205,0
36.335,525,40,120,200,0
36.36,520,35,115,195,0
36.379,515,30,110,190,0
36.405,510,25,105,185,0
36.434,505,20,100,180,0
36.45,500,15,95,175,0
36.48,495,10,90,170,0
36.506,490,340,85,165,0
36.521,485,335,80,160,0
36.549,480,330,75,155,0
36.577,475,325,70,150,0
36.603,470,320,65,145,0
36.62,465,315,60,140,0
36.647,460,310,55,135,0
36.665,455,305,50,130,0
36.691,450,300,45,125,0
36.716,445,295,40,120,0
36.733,440,290,35,115,0
36.762,435,285,30,110,0
36.789,430,280,25,105,0
36.806,425,275,20,100,0
36.831,420,270,15,95,0
36.859,415,265,10,90,0
36.886,410,260,340,85,0
36.902,405,255,335,80,0
36.932,400,250,330,75,0
36.956,395,245,325,70,0
36.976,390,240,320,65,0
37.002,385,235,315,60,0
37.029,380,230,310,55,0
37.047,375,225,305,50,0
37.076,370,220,300,45,0
37.094,365,215,295,40,0
37.122,360,210,290,35,0
37.149,355,205,285,30,0
37.167,350,200,280,25,0
37.192,345,195,275,20,0
37.219,340,190,270,15,0
37.245,335,185,265,10,0
37.261,330,180,260,95,0
37.289,325,175,255,90,0
37.316,320,170,250,85,0
37.334,315,165,245,80,0
37.362,310,160,240,75,0
37.388,305,155,235,70,0
37.404,300,150,230,65,0
37.432,295,145,225,60,0
37.457,290,140,220,55,0
37.473,285,135,215,50,0
37.503,280,130,210,45,0
37.527,275,125,205,40,0
37.544,270,120,200,35,0
37.57,265,115,195,30,0
37.598,260,110,190,25,0
37.614,255,105,185,20,0
37.642,250,100,180,15,0
37.668,245,95,175,10,0
37.682,240,90,170,525,0
37.712,235,85,165,520,0
37.738,230,80,160,515,0
37.753,225,75,155,510,0
37.779,220,70,150,505,0
37.806,215,65,145,500,0
37.822,210,60,140,495,0
37.851,205,55,135,490,0
37.876,200,50,130,485,0
37.891,195,45,125,480,0
37.92,190,40,120,475,0
37.947,185,35,115,470,0
37.971,180,30,110,465,0
37.988,175,25,105,460,0
38.016,170,20,100,455,0
38.04,165,15,95,450,0
38.058,160,10,90,445,0
38.087,155,235,85,440,0
38.112,150,230,80,435,0
38.129,145,225,75,430,0
38.154,140,220,70,425,0
38.18,135,215,65,420,0
38.199,130,210,60,415,0
38.226,125,205,55,410,0
38.253,120,200,50,405,0
38.268,115,195,45,400,0
38.296,110,190,40,395,0
38.322,105,185,35,390,0
38.34,100,180,30,385,0
38.366,95,175,25,380,0
38.392,90,170,20,375,0
38.408,85,165,15,370,0
38.436,80,160,10,365,0
38.462,75,155,330,360,0
38.479,70,150,325,355,0
38.503,65,145,320,350,0
38.531,60,140,315,345,0
38.548,55,135,310,340,0
38.574,50,130,305,335,0
38.599,45,125,300,330,0
38.617,40,120,295,325,0
38.645,35,115,290,320,0
38.673,30,110,285,315,0
38.688,25,105,280,310,0
38.716,20,100,275,305,0
38.745,15,95,270,300,0
38.762,10,90,265,295,0
38.791,590,85,260,290,0
38.819,585,80,255,285,0
38.836,580,75,250,280,0
38.862,575,70,245,275,0
38.89,570,65,240,270,0
38.909,565,60,235,265,0
38.935,560,55,230,260,0
38.964,555,50,225,255,0
38.98,550,45,220,250,0
39.01,545,40,215,245,0
39.036,540,35,210,240,0
39.051,535,30,205,235,0
39.083,530,25,200,230,0
39.111,525,20,195,225,0
39.13,520,15,190,220,0
39.158,515,10,185,215,0
39.185,510,85,180,210,0
39.202,505,80,175,205,0
39.232,500,75,170,200,0
39.259,495,70,165,195,0
39.274,490,65,160,190,0
39.303,485,60,155,185,0
39.33,480,55,150,180,0
39.347,475,50,145,175,0
39.374,470,45,140,170,0
39.403,465,40,135,165,0
39.42,460,35,130,160,0
39.449,455,30,125,155,0
39.475,450,25,120,150,0
39.492,445,20,115,145,0
39.523,440,15,110,140,0
39.547,435,10,105,135,0
39.566,430,255,100,130,0
39.594,425,250,95,125,0
39.623,420,245,90,120,0
39.641,415,240,85,115,0
39.668,410,235,80,110,0
39.696,405,230,75,105,0
39.715,400,225,70,100,0
39.745,395,220,65,95,0
39.772,390,215,60,90,0
39.792,385,210,55,85,0
39.819,380,205,50,80,0
39.837,375,200,45,75,0
39.865,370,195,40,70,0
39.895,365,190,35,65,0
39.912,360,185,30,60,0
39.942,355,180,25,55,0
39.97,350,175,20,50,0
39.988,345,170,15,45,0
40.015,340,165,10,40,0
40.046,335,160,75,35,0
40.062,330,155,70,30,0
40.093,325,150,65,25,0
40.121,320,145,60,20,0
40.139,315,140,55,15,0
40.166,310,135,50,10,0
40.195,305,130,45,610,0
40.213,300,125,40,605,0
40.244,295,120,35,600,0
40.27,290,115,30,595,0
40.29,285,110,25,590,0
40.317,280,105,20,585,0
40.347,275,100,15,580,0
40.364,270,95,10,575,0
40.394,265,90,305,570,0
40.421,260,85,300,565,0
40.439,255,80,295,560,0
40.467,250,75,290,555,0
40.487,245,70,285,550,0
40.515,240,65,280,545,0
40.545,235,60,275,540,0
40.56,230,55,270,535,0
40.592,225,50,265,530,0
40.62,220,45,260,525,0
40.638,215,40,255,520,0
40.666,210,35,250,515,0
40.696,205,30,245,510,0
40.713,200,25,240,505,0
40.742,195,20,235,500,0
40.769,190,15,230,495,0
40.787,185,10,225,490,0
40.816,180,90,220,485,0
40.845,175,85,215,480,0
40.863,170,80,210,475,0
40.892,165,75,205,470,0
40.919,160,70,200,465,0
40.938,155,65,195,460,0
40.969,150,60,190,455,0
40.995,145,55,185,450,0
41.013,140,50,180,445,0
41.042,135,45,175,440,0
41.068,130,40,170,435,0
41.089,125,35,165,430,0
41.117,120,30,160,425,0
41.136,115,25,155,420,0
41.166,110,20,150,415,0
41.194,105,15,145,410,0
41.209,100,10,140,405,0
41.238,95,265,135,400,0
41.266,90,260,130,395,0
41.283,85,255,125,390,0
41.313,80,250,120,385,0
41.341,75,245,115,380,0
41.359,70,240,110,375,0
41.386,65,235,105,370,0
41.415,60,230,100,365,0
41.431,55,225,95,360,0
41.462,50,220,90,355,0
41.488,45,215,85,350,0
41.505,40,210,80,345,0
41.533,35,205,75,340,0
41.56,30,200,70,335,0
41.579,25,195,65,330,0
41.606,20,190,60,325,0
41.634,15,185,55,320,0
41.651,10,180,50,315,0
41.682,85,175,45,310,0
41.711,80,170,40,305,0
41.729,75,165,35,300,0
41.756,70,160,30,295,0
41.785,65,155,25,290,0
41.803,60,150,20,285,0
41.833,55,145,15,280,0
41.861,50,140,10,275,0
41.881,45,135,130,270,0
41.91,40,130,125,265,0
41.928,35,125,120,260,0
41.959,30,120,115,255,0
41.986,25,115,110,250,0
42.01,20,110,105,245,0
42.031,15,105,100,240,0
42.057,10,100,95,235,0
42.075,230,95,90,230,0
42.103,225,90,85,225,0
42.136,220,85,80,220,0
42.151,215,80,75,215,0
42.181,210,75,70,210,0
42.208,205,70,65,205,0
42.225,200,65,60,200,0
42.253,195,60,55,195,0
42.281,190,55,50,190,0
42.3,185,50,45,185,0
42.329,180,45,40,180,0
42.357,175,40,35,175,0
42.374,170,35,30,170,0
42.403,165,30,25,165,0
42.432,160,25,20,160,0
42.45,155,20,15,155,0
42.477,150,15,10,150,0
42.505,145,10,425,145,0
42.523,140,290,420,140,0
42.554,135,285,415,135,0
42.58,130,280,410,130,0
42.599,125,275,405,125,0
42.626,120,270,400,120,0
42.643,115,265,395,115,0
42.67,110,260,390,110,0
42.698,105,255,385,105,0
42.726,100,250,380,100,0
42.744,95,245,375,95,0
42.773,90,240,370,90,0
42.8,85,235,365,85,0
42.82,80,230,360,80,0
42.848,75,225,355,75,0
42.867,70,220,350,70,0
42.895,65,215,345,65,0
42.924,60,210,340,60,0
42.94,55,205,335,55,0
42.972,50,200,330,50,0
42.998,45,195,325,45,0
43.017,40,190,320,40,0
43.045,35,185,315,35,0
43.074,30,180,310,30,0
43.091,25,175,305,25,0
43.123,20,170,300,20,0
43.154,15,165,295,15,0
43.177,10,160,290,10,0
43.208,155,155,285,285,0
43.229,150,150,280,280,0
43.261,145,145,275,275,0
43.294,140,140,270,270,0
43.314,135,135,265,265,0
43.346,130,130,260,260,0
43.375,125,125,255,255,0
43.392,120,120,250,250,0
43.422,115,115,245,245,0
43.447,110,110,240,240,0
43.468,105,105,235,235,0
43.495,100,100,230,230,0
43.514,95,95,225,225,0
43.543,90,90,220,220,0
43.574,85,85,215,215,0
43.589,80,80,210,210,0
43.622,75,75,205,205,0
43.649,70,70,200,200,0
43.668,65,65,195,195,0
43.695,60,60,190,190,0
43.726,55,55,185,185,0
43.741,50,50,180,180,0
43.771,45,45,175,175,0
43.798,40,40,170,170,0
43.816,35,35,165,165,0
43.845,30,30,160,160,0
43.872,25,25,155,155,0
43.89,20,20,150,150,0
43.92,15,15,145,145,0
43.947,10,10,140,140,0
43.968,255,340,135,135,0
43.996,250,335,130,130,0
44.013,245,330,125,125,0
44.041,240,325,120,120,0
44.069,235,320,115,115,0
44.097,230,315,110,110,0
44.116,225,310,105,105,0
44.146,220,305,100,100,0
44.165,215,300,95,95,0
44.193,210,295,90,90,0
44.222,205,290,85,85,0
44.239,200,285,80,80,0
44.267,195,280,75,75,0
44.297,190,275,70,70,0
44.313,185,270,65,65,0
44.342,180,265,60,60,0
44.371,175,260,55,55,0
44.388,170,255,50,50,0
44.416,165,250,45,45,0
44.446,160,245,40,40,0
44.462,155,240,35,35,0
44.492,150,235,30,30,0
44.52,145,230,25,25,0
44.539,140,225,20,20,0
44.567,135,220,15,15,0
44.594,130,215,10,10,0
44.613,125,210,200,125,0
44.641,120,205,195,120,0
44.667,115,200,190,115,0
44.689,110,195,185,110,0
44.722,105,190,180,105,0
44.748,100,185,175,100,0
44.771,95,180,170,95,0
44.8,90,175,165,90,0
44.819,85,170,160,85,0
44.851,80,165,155,80,0
44.879,75,160,150,75,0
44.899,70,155,145,70,0
44.929,65,150,140,65,0
44.958,60,145,135,60,0
44.984,55,140,130,55,0
45.014,50,135,125,50,0
45.031,45,130,120,45,0
45.061,40,125,115,40,0
45.095,35,120,110,35,0
45.111,30,115,105,30,0
45.144,25,110,100,25,0
45.173,20,105,95,20,0
45.193,15,100,90,15,0
45.222,10,95,85,10,0
45.246,195,90,80,195,0
45.274,190,85,75,190,0
45.305,185,80,70,185,0
45.322,180,75,65,180,0
45.353,175,70,60,175,0
45.39,170,65,55,170,0
45.413,165,60,50,165,0
45.455,160,55,45,160,0
45.48,155,50,40,155,0
45.517,150,45,35,150,0
45.539,145,40,30,145,0
45.572,140,35,25,140,0
45.602,135,30,20,135,0
45.627,130,25,15,130,0
45.66,125,20,10,125,0
45.68,120,15,605,120,0
45.717,115,10,600,115,0
45.752,110,220,595,110,0
45.778,105,215,590,105,0
45.817,100,210,585,100,0
45.84,95,205,580,95,0
45.875,90,200,575,90,0
45.898,85,195,570,85,0
45.932,80,190,565,80,0
45.963,75,185,560,75,0
45.997,70,180,555,70,0
46.028,65,175,550,65,0
46.049,60,170,545,60,0
46.077,55,165,540,55,0
46.109,50,160,535,50,0
46.128,45,155,530,45,0
46.158,40,150,525,40,0
46.186,35,145,520,35,0
46.208,30,140,515,30,0
46.24,25,135,510,25,0
46.27,20,130,505,20,0
46.314,15,125,500,15,0
46.331,10,120,495,10,0
46.358,600,115,490,195,0
46.386,595,110,485,190,0
46.401,590,105,480,185,0
46.43,585,100,475,180,0
46.459,580,95,470,175,0
46.475,575,90,465,170,0
46.501,570,85,460,165,0
46.528,565,80,455,160,0
46.551,560,75,450,155,0
46.57,555,70,445,150,0
46.597,550,65,440,145,0
46.622,545,60,435,140,0
46.639,540,55,430,135,0
46.666,535,50,425,130,0
46.69,530,45,420,125,0
46.708,525,40,415,120,0
46.735,520,35,410,115,0
46.759,515,30,405,110,0
46.777,510,25,400,105,0
46.805,505,20,395,100,0
46.832,500,15,390,95,0
46.849,495,10,385,90,0
46.874,490,160,380,85,0
46.9,485,155,375,80,0
46.918,480,150,370,75,0
46.945,475,145,365,70,0
46.973,470,140,360,65,0
46.991,465,135,355,60,0
47.018,460,130,350,55,0
47.043,455,125,345,50,0
47.06,450,120,340,45,0
47.087,445,115,335,40,0
47.114,440,110,330,35,0
47.129,435,105,325,30,0
47.155,430,100,320,25,0
47.183,425,95,315,20,0
47.198,420,90,310,15,0
47.224,415,85,305,10,0
47.25,410,80,300,165,0
47.268,405,75,295,160,0
47.295,400,70,290,155,0
47.323,395,65,285,150,0
47.336,390,60,280,145,0
47.363,385,55,275,140,0
47.389,380,50,270,135,0
47.405,375,45,265,130,0
47.431,370,40,260,125,0
47.457,365,35,255,120,0
47.483,360,30,250,115,0
47.5,355,25,245,110,0
47.526,350,20,240,105,0
47.552,345,15,235,100,0
47.57,340,10,230,95,0
47.595,335,155,225,90,0
47.622,330,150,220,85,0
47.638,325,145,215,80,0
47.664,320,140,210,75,0
47.69,315,135,205,70,0
47.708,310,130,200,65,0
47.737,305,125,195,60,0
47.763,300,120,190,55,0
47.784,295,115,185,50,0
47.814,290,110,180,45,0
47.842,285,105,175,40,0
47.862,280,100,170,35,0
47.892,275,95,165,30,0
47.918,270,90,160,25,0
47.938,265,85,155,20,0
47.965,260,80,150,15,0
47.985,255,75,145,10,0
48.013,250,70,140,245,0
48.04,245,65,135,240,0
48.057,240,60,130,235,0
48.084,235,55,125,230,0
48.113,230,50,120,225,0
48.129,225,45,115,220,0
48.159,220,40,110,215,0
48.188,215,35,105,210,0
48.204,210,30,100,205,0
48.233,205,25,95,200,0
48.263,200,20,90,195,0
48.28,195,15,85,190,0
48.309,190,10,80,185,0
48.338,185,80,75,180,0
48.355,180,75,70,175,0
48.384,175,70,65,170,0
48.412,170,65,60,165,0
48.43,165,60,55,160,0
48.46,160,55,50,155,0
48.488,155,50,45,150,0
48.506,150,45,40,145,0
48.533,145,40,35,140,0
48.562,140,35,30,135,0
48.582,135,30,25,130,0
48.612,130,25,20,125,0
48.637,125,20,15,120,0
48.657,120,15,10,115,0
48.685,115,10,620,110,0
48.712,110,210,615,105,0
48.732,105,205,610,100,0
48.758,100,200,605,95,0
48.776,95,195,600,90,0
48.804,90,190,595,85,0
48.832,85,185,590,80,0
48.858,80,180,585,75,0
48.874,75,175,580,70,0
48.904,70,170,575,65,0
48.93,65,165,570,60,0
48.949,60,160,565,55,0
48.978,55,155,560,50,0
48.997,50,150,555,45,0
49.024,45,145,550,40,0
49.055,40,140,545,35,0
49.07,35,135,540,30,0
49.099,30,130,535,25,0
49.128,25,125,530,20,0
49.147,20,120,525,15,0
49.173,15,115,520,10,0
49.203,10,110,515,515,0
49.22,190,105,510,510,0
49.249,185,100,505,505,0
49.277,180,95,500,500,0
49.299,175,90,495,495,0
49.327,170,85,490,490,0
49.355,165,80,485,485,0
49.373,160,75,480,480,0
49.402,155,70,475,475,0
49.428,150,65,470,470,0
49.447,145,60,465,465,0
49.475,140,55,460,460,0
49.503,135,50,455,455,0
49.52,130,45,450,450,0
49.547,125,40,445,445,0
49.576,120,35,440,440,0
49.594,115,30,435,435,0
49.624,110,25,430,430,0
49.65,105,20,425,425,0
49.668,100,15,420,420,0
49.698,95,10,415,415,0
49.716,90,190,410,410,0
49.744,85,185,405,405,0
49.771,80,180,400,400,0
49.787,75,175,395,395,0
49.815,70,170,390,390,0
49.845,65,165,385,385,0
49.872,60,160,380,380,0
49.892,55,155,375,375,0
49.919,50,150,370,370,0
49.937,45,145,365,365,0
49.967,40,140,360,360,0
49.996,35,135,355,355,0
50.012,30,130,350,350,0
50.042,25,125,345,345,0
50.07,20,120,340,340,0
50.088,15,115,335,335,0
50.115,10,110,330,330,0
50.143,180,105,325,325,0
50.163,175,100,320,320,0
50.191,170,95,315,315,0
50.221,165,90,310,310,0
50.239,160,85,305,305,0
50.267,155,80,300,300,0
50.295,150,75,295,295,0
50.315,145,70,290,290,0
50.344,140,65,285,285,0
50.371,135,60,280,280,0
50.389,130,55,275,275,0
50.417,125,50,270,270,0
50.435,120,45,265,265,0
50.462,115,40,260,260,0
50.492,110,35,255,255,0
50.509,105,30,250,250,0
50.541,100,25,245,245,0
50.569,95,20,240,240,0
50.586,90,15,235,235,0
50.613,85,10,230,230,0
50.643,80,140,225,225,0
50.66,75,135,220,220,0
50.69,70,130,215,215,0
50.721,65,125,210,210,0
50.739,60,120,205,205,0
50.768,55,115,200,200,0
50.795,50,110,195,195,0
50.814,45,105,190,190,0
50.843,40,100,185,185,0
50.871,35,95,180,180,0
50.891,30,90,175,175,0
50.922,25,85,170,170,0
50.949,20,80,165,165,0
50.969,15,75,160,160,0
50.996,10,70,155,155,0
51.015,460,65,150,150,0
51.044,455,60,145,145,0
51.072,450,55,140,140,0
51.087,445,50,135,135,0
