t,dy_left,dy_down,dy_up,dy_right,action
51.708,140,330,570,75,0
51.725,135,325,565,70,0
51.753,130,320,560,65,0
51.783,125,315,555,60,0
51.8,120,310,550,55,0
51.828,115,305,545,50,0
51.855,110,300,540,45,0
51.873,105,295,535,40,0
51.901,100,290,530,35,0
51.928,95,285,525,30,0
51.947,90,280,520,25,0
51.973,85,275,515,20,0
52.004,80,270,510,15,0
52.02,75,265,505,135,2
52.05,70,260,500,130,0
52.077,65,255,495,125,0
52.095,60,250,490,120,0
52.123,55,245,485,115,0
52.15,50,240,480,110,0
52.168,45,235,475,105,0
52.195,40,230,470,100,0
52.223,35,225,465,95,0
52.241,30,220,460,90,0
52.271,25,215,455,85,0
52.296,20,210,450,80,0
52.316,15,205,445,75,0
52.344,10,200,440,70,0
52.372,5,195,435,65,0
52.391,9999.0,190,430,60,1
52.42,9999.0,185,425,55,0
52.446,9999.0,180,420,50,0
52.463,9999.0,175,415,45,0
52.493,9999.0,170,410,40,0
52.519,9999.0,165,405,35,0
52.54,9999.0,160,400,30,0
52.568,9999.0,155,395,25,0
52.586,9999.0,150,390,20,0
52.613,9999.0,145,385,15,0
52.643,9999.0,140,380,10,0
52.659,9999.0,135,375,5,0
52.688,9999.0,130,370,0,0
52.717,9999.0,125,365,-5,0
52.735,9999.0,120,360,625,2
52.763,9999.0,115,355,620,0
52.792,9999.0,110,350,615,0
52.808,9999.0,105,345,610,0
52.839,9999.0,100,340,605,0
52.866,9999.0,95,335,600,0
52.884,9999.0,90,330,595,0
52.911,9999.0,85,325,590,0
52.938,9999.0,80,320,585,0
52.957,9999.0,75,315,580,0
52.984,9999.0,70,310,575,0
53.012,9999.0,65,305,570,0
53.029,9999.0,60,300,565,0
53.059,9999.0,55,295,560,0
53.086,9999.0,50,290,555,0
53.105,9999.0,45,285,550,0
53.133,9999.0,40,280,545,0
53.16,9999.0,35,275,540,0
53.178,665,30,270,535,0
53.205,660,25,265,530,0
53.234,655,20,260,525,0
53.251,650,15,255,520,0
53.281,645,10,250,515,0
53.304,640,5,245,510,0
53.325,635,0,240,505,0
53.353,630,115,235,500,4
53.381,625,110,230,495,0
53.399,620,105,225,490,0
53.426,615,100,220,485,0
53.454,610,95,215,480,0
53.471,605,90,210,475,0
53.501,600,85,205,470,0
53.528,595,80,200,465,0
53.548,590,75,195,460,0
53.575,585,70,190,455,0
53.592,580,65,185,450,0
53.621,575,60,180,445,0
53.651,570,55,175,440,0
53.669,565,50,170,435,0
53.7,560,45,165,430,0
53.727,555,40,160,425,0
53.745,550,35,155,420,0
53.774,545,30,150,415,0
53.804,540,25,145,410,0
53.821,535,20,140,405,0
53.851,530,15,135,400,0
53.879,525,200,130,395,4
53.896,520,195,125,390,0
53.924,515,190,120,385,0
53.952,510,185,115,380,0
53.97,505,180,110,375,0
54.001,500,175,105,370,0
54.025,495,170,100,365,0
54.046,490,165,95,360,0
54.074,485,160,90,355,0
54.101,480,155,85,350,0
54.119,475,150,80,345,0
54.147,470,145,75,340,0
54.174,465,140,70,335,0
54.192,460,135,65,330,0
54.221,455,130,60,325,0
54.247,450,125,55,320,0
54.267,445,120,50,315,0
54.295,440,115,45,310,0
54.312,435,110,40,305,0
54.34,430,105,35,300,0
54.369,425,100,30,295,0
54.397,420,95,25,290,0
54.415,415,90,20,285,0
54.445,410,85,15,280,0
54.463,405,80,10,275,0
54.49,400,75,5,270,0
54.521,395,70,0,265,0
54.539,390,65,125,260,3
54.568,385,60,120,255,0
54.599,380,55,115,250,0
54.619,375,50,110,245,0
54.651,370,45,105,240,0
54.678,365,40,100,235,0
54.7,360,35,95,230,0
54.73,355,30,90,225,0
54.76,350,25,85,220,0
54.78,345,20,80,215,0
54.812,340,15,75,210,0
54.831,335,10,70,205,0
54.865,330,140,65,200,4
54.894,325,135,60,195,0
54.912,320,130,55,190,0
54.941,315,125,50,185,0
54.968,310,120,45,180,0
54.987,305,115,40,175,0
55.015,300,110,35,170,0
55.032,295,105,30,165,0
55.059,290,100,25,160,0
55.087,285,95,20,155,0
55.115,280,90,15,150,0
55.133,275,85,10,145,0
55.163,270,80,5,140,0
55.189,265,75,9999.0,135,3
55.209,260,70,9999.0,130,0
55.238,255,65,9999.0,125,0
55.256,250,60,9999.0,120,0
55.285,245,55,9999.0,115,0
55.314,240,50,9999.0,110,0
55.33,235,45,9999.0,105,0
55.361,230,40,9999.0,100,0
55.39,225,35,9999.0,95,0
55.407,220,30,9999.0,90,0
55.435,215,25,9999.0,85,0
55.465,210,20,9999.0,80,0
55.481,205,15,9999.0,75,0
55.511,200,10,9999.0,70,0
55.539,195,5,9999.0,65,0
55.557,190,9999.0,9999.0,60,4
55.584,185,9999.0,9999.0,55,0
55.613,180,9999.0,9999.0,50,0
55.63,175,9999.0,9999.0,45,0
55.659,170,9999.0,9999.0,40,0
55.685,165,9999.0,9999.0,35,0
55.705,160,9999.0,9999.0,30,0
55.732,155,9999.0,9999.0,25,0
55.761,150,9999.0,9999.0,20,0
55.779,145,9999.0,9999.0,15,0
55.806,140,9999.0,9999.0,10,0
55.834,135,9999.0,9999.0,5,0
55.851,130,9999.0,9999.0,245,2
55.881,125,9999.0,9999.0,240,0
55.907,120,9999.0,9999.0,235,0
55.926,115,9999.0,9999.0,230,0
55.954,110,9999.0,9999.0,225,0
55.971,105,9999.0,9999.0,220,0
55.999,100,9999.0,9999.0,215,0
56.027,95,9999.0,9999.0,210,0
56.045,90,9999.0,9999.0,205,0
56.072,85,9999.0,9999.0,200,0
56.102,80,9999.0,9999.0,195,0
56.129,75,9999.0,9999.0,190,0
56.148,70,9999.0,9999.0,185,0
56.175,65,9999.0,9999.0,180,0
56.193,60,9999.0,9999.0,175,0
56.221,55,9999.0,9999.0,170,0
56.251,50,9999.0,9999.0,165,0
56.266,45,9999.0,9999.0,160,0
56.295,40,9999.0,9999.0,155,0
56.324,35,9999.0,9999.0,150,0
56.34,30,9999.0,9999.0,145,0
56.369,25,9999.0,9999.0,140,0
56.396,20,9999.0,9999.0,135,0
56.414,15,9999.0,9999.0,130,0
56.442,10,9999.0,9999.0,125,0
56.472,5,9999.0,9999.0,120,0
56.489,0,9999.0,9999.0,115,0
56.518,190,9999.0,9999.0,110,1
56.547,185,9999.0,9999.0,105,0
56.565,180,9999.0,9999.0,100,0
56.594,175,9999.0,9999.0,95,0
56.622,170,9999.0,9999.0,90,0
56.64,165,9999.0,9999.0,85,0
56.671,160,9999.0,9999.0,80,0
56.698,155,9999.0,9999.0,75,0
56.719,150,9999.0,9999.0,70,0
56.747,145,9999.0,9999.0,65,0
56.765,140,9999.0,9999.0,60,0
56.793,135,9999.0,9999.0,55,0
56.823,130,9999.0,9999.0,50,0
56.849,125,9999.0,9999.0,45,0
56.87,120,9999.0,9999.0,40,0
56.9,115,9999.0,9999.0,35,0
56.919,110,9999.0,9999.0,30,0
56.952,105,9999.0,9999.0,25,0
56.986,100,9999.0,9999.0,20,0
57.009,95,9999.0,9999.0,15,0
57.046,90,9999.0,9999.0,10,0
57.073,85,9999.0,9999.0,145,2
57.11,80,9999.0,9999.0,140,0
57.139,75,9999.0,9999.0,135,0
57.162,70,9999.0,9999.0,130,0
57.199,65,9999.0,9999.0,125,0
57.223,60,9999.0,9999.0,120,0
57.262,55,9999.0,9999.0,115,0
57.285,50,9999.0,9999.0,110,0
57.319,45,9999.0,9999.0,105,0
57.348,40,9999.0,9999.0,100,0
57.377,35,9999.0,9999.0,95,0
57.418,30,9999.0,9999.0,90,0
57.449,25,9999.0,9999.0,85,0
57.485,20,9999.0,9999.0,80,0
57.514,15,9999.0,9999.0,75,0
57.548,125,9999.0,665,70,1
57.577,120,9999.0,660,65,0
57.612,115,9999.0,655,60,0
57.64,110,9999.0,650,55,0
57.66,105,9999.0,645,50,0
57.688,100,9999.0,640,45,0
57.706,95,9999.0,635,40,0
57.734,90,9999.0,630,35,0
57.764,85,9999.0,625,30,0
57.78,80,9999.0,620,25,0
57.811,75,9999.0,615,20,0
57.839,70,9999.0,610,15,0
57.858,65,9999.0,605,10,0
57.888,60,9999.0,600,5,0
57.916,55,9999.0,595,0,0
57.934,50,9999.0,590,-5,0
57.961,45,9999.0,585,-10,0
57.99,40,9999.0,580,-15,0
58.008,35,9999.0,575,105,2
58.036,30,9999.0,570,100,0
58.064,25,9999.0,565,95,0
58.082,20,9999.0,560,90,0
58.112,15,9999.0,555,85,0
58.139,10,9999.0,550,80,0
58.159,5,9999.0,545,75,0
58.186,0,9999.0,540,70,0
58.213,-5,9999.0,535,65,0
58.232,-10,9999.0,530,60,0
58.261,-15,9999.0,525,55,0
58.287,-20,9999.0,520,50,0
58.307,280,9999.0,515,45,1
58.334,275,9999.0,510,40,0
58.352,270,9999.0,505,35,0
58.381,265,9999.0,500,30,0
58.41,260,9999.0,495,25,0
58.427,255,9999.0,490,20,0
58.457,250,9999.0,485,15,0
58.484,245,9999.0,480,10,0
58.51,240,9999.0,475,5,0
58.532,235,9999.0,470,0,0
58.561,230,9999.0,465,115,2
58.58,225,9999.0,460,110,0
58.612,220,9999.0,455,105,0
58.642,215,9999.0,450,100,0
58.661,210,9999.0,445,95,0
58.693,205,9999.0,440,90,0
58.712,200,9999.0,435,85,0
58.74,195,9999.0,430,80,0
58.771,190,9999.0,425,75,0
58.789,185,9999.0,420,70,0
58.822,180,9999.0,415,65,0
58.853,175,9999.0,410,60,0
58.871,170,9999.0,405,55,0
58.905,165,9999.0,400,50,0
58.934,160,9999.0,395,45,0
58.956,155,9999.0,390,40,0
58.986,150,9999.0,385,35,0
59.01,145,9999.0,380,30,0
59.041,140,9999.0,375,25,0
59.073,135,9999.0,370,20,0
59.097,130,9999.0,365,15,0
59.13,125,9999.0,360,610,2
59.151,120,9999.0,355,605,0
59.185,115,9999.0,350,600,0
59.217,110,9999.0,345,595,0
59.239,105,9999.0,340,590,0
59.269,100,9999.0,335,585,0
59.294,95,9999.0,330,580,0
59.328,90,9999.0,325,575,0
59.362,85,9999.0,320,570,0
59.381,80,9999.0,315,565,0
59.411,75,9999.0,310,560,0
59.439,70,9999.0,305,555,0
59.462,65,9999.0,300,550,0
59.494,60,9999.0,295,545,0
59.512,55,9999.0,290,540,0
59.542,50,9999.0,285,535,0
59.575,45,9999.0,280,530,0
59.595,40,9999.0,275,525,0
59.631,35,9999.0,270,520,0
59.658,30,9999.0,265,515,0
59.687,25,9999.0,260,510,0
59.722,20,9999.0,255,505,0
59.746,15,9999.0,250,500,0
59.781,10,9999.0,245,495,0
59.803,145,9999.0,240,490,1
59.838,140,9999.0,235,485,0
59.871,135,9999.0,230,480,0
59.893,130,9999.0,225,475,0
59.925,125,9999.0,220,470,0
59.951,120,9999.0,215,465,0
59.984,115,9999.0,210,460,0
60.013,110,9999.0,205,455,0
60.035,105,9999.0,200,450,0
60.064,100,9999.0,195,445,0
60.083,95,9999.0,190,440,0
60.112,90,9999.0,185,435,0
60.143,85,9999.0,180,430,0
60.16,80,9999.0,175,425,0
60.192,75,9999.0,170,420,0
60.222,70,9999.0,165,415,0
60.239,65,9999.0,160,410,0
60.274,60,9999.0,155,405,0
60.303,55,9999.0,150,400,0
60.329,50,9999.0,145,395,0
60.365,45,9999.0,140,390,0
60.383,40,9999.0,135,385,0
60.41,35,9999.0,130,380,0
60.437,30,9999.0,125,375,0
60.455,25,9999.0,120,370,0
60.481,20,9999.0,115,365,0
60.509,15,9999.0,110,360,0
60.526,10,9999.0,105,355,0
60.553,5,9999.0,100,350,0
60.578,0,9999.0,95,345,0
60.595,340,9999.0,90,340,1
60.622,335,9999.0,85,335,0
60.651,330,9999.0,80,330,0
60.666,325,9999.0,75,325,0
60.692,320,9999.0,70,320,0
60.72,315,9999.0,65,315,0
60.736,310,9999.0,60,310,0
60.762,305,9999.0,55,305,0
60.79,300,9999.0,50,300,0
60.806,295,9999.0,45,295,0
60.832,290,9999.0,40,290,0
60.86,285,9999.0,35,285,0
60.885,280,9999.0,30,280,0
60.901,275,9999.0,25,275,0
60.932,270,9999.0,20,270,0
60.956,265,9999.0,15,265,0
60.972,260,9999.0,10,260,0
61.001,255,9999.0,5,255,0
61.026,250,9999.0,0,250,0
61.043,245,9999.0,-5,245,0
61.071,240,9999.0,-10,240,0
61.096,235,9999.0,40,235,3
61.115,230,9999.0,35,230,0
61.143,225,9999.0,30,225,0
61.167,220,9999.0,25,220,0
61.185,215,9999.0,20,215,0
61.212,210,9999.0,15,210,0
61.239,205,9999.0,10,205,0
61.256,200,9999.0,5,200,0
61.282,195,9999.0,0,195,0
61.309,190,9999.0,-5,190,0
61.327,185,9999.0,-10,185,0
61.353,180,9999.0,-15,180,0
61.379,175,9999.0,-20,175,0
61.396,170,9999.0,45,170,3
61.423,165,9999.0,40,165,0
61.449,160,9999.0,35,160,0
61.467,155,9999.0,30,155,0
61.493,150,9999.0,25,150,0
61.519,145,9999.0,20,145,0
61.537,140,9999.0,15,140,0
61.563,135,9999.0,10,135,0
61.592,130,9999.0,5,130,0
61.608,125,9999.0,0,125,0
61.635,120,9999.0,-5,120,0
61.664,115,9999.0,9999.0,115,3
61.679,110,9999.0,9999.0,110,0
61.708,105,9999.0,9999.0,105,0
61.735,100,9999.0,9999.0,100,0
61.748,95,9999.0,9999.0,95,0
61.777,90,9999.0,9999.0,90,0
61.802,85,9999.0,665,85,0
61.818,80,9999.0,660,80,0
61.847,75,9999.0,655,75,0
61.873,70,9999.0,650,70,0
61.888,65,9999.0,645,65,0
61.914,60,9999.0,640,60,0
61.944,55,9999.0,635,55,0
61.968,50,9999.0,630,50,0
61.987,45,9999.0,625,45,0
62.013,40,9999.0,620,40,0
62.039,35,9999.0,615,35,0
62.057,30,9999.0,610,30,0
62.084,25,9999.0,605,25,0
62.11,20,9999.0,600,20,0
62.128,15,9999.0,595,15,0
62.155,10,9999.0,590,10,0
62.172,5,9999.0,585,310,2
62.199,9999.0,9999.0,580,305,1
62.225,9999.0,9999.0,575,300,0
62.253,9999.0,9999.0,570,295,0
62.269,9999.0,9999.0,565,290,0
62.296,9999.0,9999.0,560,285,0
62.323,9999.0,9999.0,555,280,0
62.339,9999.0,9999.0,550,275,0
62.367,9999.0,9999.0,545,270,0
62.394,9999.0,9999.0,540,265,0
62.411,665,9999.0,535,260,0
62.439,660,9999.0,530,255,0
62.466,655,9999.0,525,250,0
62.482,650,9999.0,520,245,0
62.51,645,9999.0,515,240,0
62.534,640,9999.0,510,235,0
62.551,635,9999.0,505,230,0
62.581,630,9999.0,500,225,0
62.609,625,9999.0,495,220,0
62.628,620,9999.0,490,215,0
62.656,615,9999.0,485,210,0
62.688,610,9999.0,480,205,0
62.71,605,9999.0,475,200,0
62.738,600,9999.0,470,195,0
62.756,595,9999.0,465,190,0
62.783,590,9999.0,460,185,0
62.811,585,9999.0,455,180,0
62.826,580,9999.0,450,175,0
62.851,575,9999.0,445,170,0
62.877,570,9999.0,440,165,0
62.893,565,9999.0,435,160,0
62.919,560,9999.0,430,155,0
62.945,555,9999.0,425,150,0
62.972,550,9999.0,420,145,0
62.996,545,9999.0,415,140,0
63.027,540,9999.0,410,135,0
63.044,535,9999.0,405,130,0
63.07,530,9999.0,400,125,0
63.095,525,9999.0,395,120,0
63.12,520,9999.0,390,115,0
63.138,515,9999.0,385,110,0
63.164,510,9999.0,380,105,0
63.187,505,9999.0,375,100,0
63.205,500,9999.0,370,95,0
63.231,495,9999.0,365,90,0
63.255,490,9999.0,360,85,0
63.272,485,9999.0,355,80,0
63.3,480,9999.0,350,75,0
63.326,475,9999.0,345,70,0
63.341,470,9999.0,340,65,0
63.368,465,9999.0,335,60,0
63.394,460,9999.0,330,55,0
63.409,455,9999.0,325,50,0
63.435,450,9999.0,320,45,0
63.462,445,9999.0,315,40,0
63.475,440,9999.0,310,35,0
63.502,435,9999.0,305,30,0
63.529,430,9999.0,300,25,0
63.545,425,9999.0,295,20,0
63.57,420,9999.0,290,15,0
63.596,415,9999.0,285,10,0
63.624,410,9999.0,280,140,2
63.64,405,9999.0,275,135,0
63.665,400,9999.0,270,130,0
63.691,395,9999.0,265,125,0
63.708,390,9999.0,260,120,0
63.735,385,9999.0,255,115,0
63.76,380,9999.0,250,110,0
63.776,375,9999.0,245,105,0
63.802,370,9999.0,240,100,0
63.829,365,9999.0,235,95,0
63.845,360,9999.0,230,90,0
63.87,355,9999.0,225,85,0
63.896,350,9999.0,220,80,0
63.911,345,9999.0,215,75,0
63.94,340,9999.0,210,70,0
63.965,335,9999.0,205,65,0
63.983,330,9999.0,200,60,0
64.01,325,9999.0,195,55,0
64.037,320,9999.0,190,50,0
64.052,315,9999.0,185,45,0
64.078,310,9999.0,180,40,0
64.105,305,9999.0,175,35,0
64.13,300,9999.0,170,30,0
64.148,295,9999.0,165,25,0
64.174,290,9999.0,160,20,0
64.198,285,9999.0,155,15,0
64.216,280,9999.0,150,10,0
64.243,275,9999.0,145,5,0
64.267,270,665,140,270,2
64.285,265,660,135,265,0
64.312,260,655,130,260,0
64.337,255,650,125,255,0
64.355,250,645,120,250,0
64.381,245,640,115,245,0
64.406,240,635,110,240,0
64.421,235,630,105,235,0
64.449,230,625,100,230,0
64.477,225,620,95,225,0
64.491,220,615,90,220,0
64.519,215,610,85,215,0
64.545,210,605,80,210,0
64.559,205,600,75,205,0
64.589,200,595,70,200,0
64.616,195,590,65,195,0
64.639,190,585,60,190,0
64.658,185,580,55,185,0
64.684,180,575,50,180,0
64.709,175,570,45,175,0
64.727,170,565,40,170,0
64.753,165,560,35,165,0
64.779,160,555,30,160,0
64.796,155,550,25,155,0
64.823,150,545,20,150,0
64.847,145,540,15,145,0
64.864,140,535,10,140,0
64.894,135,530,5,135,0
64.919,130,525,0,130,0
64.937,125,520,9999.0,125,3
64.963,120,515,9999.0,120,0
64.99,115,510,9999.0,115,0
65.007,110,505,9999.0,110,0
65.033,105,500,9999.0,105,0
65.059,100,495,9999.0,100,0
65.076,95,490,9999.0,95,0
65.102,90,485,9999.0,90,0
65.128,85,480,9999.0,85,0
65.144,80,475,9999.0,80,0
65.17,75,470,9999.0,75,0
65.197,70,465,9999.0,70,0
65.211,65,460,9999.0,65,0
65.239,60,455,9999.0,60,0
65.265,55,450,9999.0,55,0
65.279,50,445,9999.0,50,0
65.31,45,440,9999.0,45,0
65.336,40,435,9999.0,40,0
65.36,35,430,9999.0,35,0
65.379,30,425,9999.0,30,0
65.405,25,420,9999.0,25,0
65.429,20,415,9999.0,20,0
65.448,15,410,9999.0,15,0
65.474,10,405,9999.0,535,2
65.499,5,400,9999.0,530,0
65.517,130,395,9999.0,525,1
65.544,125,390,665,520,0
65.569,120,385,660,515,0
65.587,115,380,655,510,0
65.614,110,375,650,505,0
65.639,105,370,645,500,0
65.659,100,365,640,495,0
65.692,95,360,635,490,0
65.716,90,355,630,485,0
65.733,85,350,625,480,0
65.76,80,345,620,475,0
65.786,75,340,615,470,0
65.802,70,335,610,465,0
65.83,65,330,605,460,0
65.854,60,325,600,455,0
65.871,55,320,595,450,0
65.899,50,315,590,445,0
65.923,45,310,585,440,0
65.94,40,305,580,435,0
65.967,35,300,575,430,0
65.996,30,295,570,425,0
66.01,25,290,565,420,0
66.038,20,285,560,415,0
66.065,15,280,555,410,0
66.079,10,275,550,405,0
66.107,5,270,545,400,0
66.133,145,265,540,395,1
66.148,140,260,535,390,0
66.174,135,255,530,385,0
66.203,130,250,525,380,0
66.217,125,245,520,375,0
66.242,120,240,515,370,0
66.273,115,235,510,365,0
66.288,110,230,505,360,0
66.314,105,225,500,355,0
66.343,100,220,495,350,0
66.367,95,215,490,345,0
66.382,90,210,485,340,0
66.411,85,205,480,335,0
66.435,80,200,475,330,0
66.45,75,195,470,325,0
66.477,70,190,465,320,0
66.503,65,185,460,315,0
66.519,60,180,455,310,0
66.546,55,175,450,305,0
66.573,50,170,445,300,0
66.589,45,165,440,295,0
66.615,40,160,435,290,0
66.642,35,155,430,285,0
66.657,30,150,425,280,0
66.685,25,145,420,275,0
66.712,20,140,415,270,0
66.727,15,135,410,265,0
66.753,10,130,405,260,0
66.782,255,125,400,255,1
66.797,250,120,395,250,0
66.822,245,115,390,245,0
66.851,240,110,385,240,0
66.865,235,105,380,235,0
66.892,230,100,375,230,0
66.917,225,95,370,225,0
66.934,220,90,365,220,0
66.959,215,85,360,215,0
66.986,210,80,355,210,0
67.004,205,75,350,205,0
67.03,200,70,345,200,0
67.056,195,65,340,195,0
67.083,190,60,335,190,0
67.1,185,55,330,185,0
67.125,180,50,325,180,0
67.152,175,45,320,175,0
67.169,170,40,315,170,0
67.195,165,35,310,165,0
67.225,160,30,305,160,0
67.241,155,25,300,155,0
67.269,150,20,295,150,0
67.294,145,15,290,145,0
67.31,140,10,285,140,0
67.337,135,5,280,135,0
67.365,130,0,275,130,0
67.379,125,395,270,125,4
67.404,120,390,265,120,0
67.433,115,385,260,115,0
67.448,110,380,255,110,0
67.474,105,375,250,105,0
67.503,100,370,245,100,0
67.518,95,365,240,95,0
67.545,90,360,235,90,0
67.573,85,355,230,85,0
67.587,80,350,225,80,0
67.614,75,345,220,75,0
67.642,70,340,215,70,0
67.657,65,335,210,65,0
67.683,60,330,205,60,0
67.713,55,325,200,55,0
67.737,50,320,195,50,0
67.754,45,315,190,45,0
67.782,40,310,185,40,0
67.807,35,305,180,35,0
67.822,30,300,175,30,0
67.851,25,295,170,25,0
67.876,20,290,165,20,0
67.891,15,285,160,15,0
67.917,10,280,155,10,0
67.942,550,275,150,550,1
67.969,545,270,145,545,0
67.995,540,265,140,540,0
68.012,535,260,135,535,0
68.037,530,255,130,530,0
68.064,525,250,125,525,0
68.09,520,245,120,520,0
68.107,515,240,115,515,0
68.133,510,235,110,510,0
68.159,505,230,105,505,0
68.176,500,225,100,500,0
68.203,495,220,95,495,0
68.228,490,215,90,490,0
68.244,485,210,85,485,0
68.27,480,205,80,480,0
68.296,475,200,75,475,0
68.311,470,195,70,470,0
68.34,465,190,65,465,0
68.365,460,185,60,460,0
68.38,455,180,55,455,0
68.408,450,175,50,450,0
68.435,445,170,45,445,0
68.459,440,165,40,440,0
68.477,435,160,35,435,0
68.504,430,155,30,430,0
68.529,425,150,25,425,0
68.547,420,145,20,420,0
68.573,415,140,15,415,0
68.598,410,135,10,410,0
68.618,405,130,280,405,3
68.646,400,125,275,400,0
68.664,395,120,270,395,0
68.692,390,115,265,390,0
68.723,385,110,260,385,0
68.75,380,105,255,380,0
68.833,375,100,250,375,0
68.875,370,95,245,370,0
68.889,365,90,240,365,0
68.916,360,85,235,360,0
68.944,355,80,230,355,0
68.958,350,75,225,350,0
68.987,345,70,220,345,0
69.015,340,65,215,340,0
69.031,335,60,210,335,0
69.059,330,55,205,330,0
69.085,325,50,200,325,0
69.11,320,45,195,320,0
69.128,315,40,190,315,0
69.155,310,35,185,310,0
69.178,305,30,180,305,0
69.197,300,25,175,300,0
69.222,295,20,170,295,0
69.247,290,15,165,290,0
69.263,285,10,160,285,0
69.292,280,9999.0,155,280,4
69.316,275,665,150,275,0
69.333,270,660,145,270,0
69.36,265,655,140,265,0
69.385,260,650,135,260,0
69.402,255,645,130,255,0
69.43,250,640,125,250,0
69.455,245,635,120,245,0
69.47,240,630,115,240,0
69.499,235,625,110,235,0
69.525,230,620,105,230,0
69.54,225,615,100,225,0
69.568,220,610,95,220,0
69.595,215,605,90,215,0
69.609,210,600,85,210,0
69.637,205,595,80,205,0
69.665,200,590,75,200,0
69.687,195,585,70,195,0
69.719,190,580,65,190,0
69.752,185,575,60,185,0
69.773,180,570,55,180,0
69.806,175,565,50,175,0
69.831,170,560,45,170,0
69.863,165,555,40,165,0
69.896,160,550,35,160,0
69.92,155,545,30,155,0
69.957,150,540,25,150,0
69.978,145,535,20,145,0
70.011,140,530,15,140,0
70.036,135,525,9999.0,135,3
70.069,130,520,9999.0,130,0
70.102,125,515,9999.0,125,0
70.121,120,510,9999.0,120,0
70.154,115,505,9999.0,115,0
70.183,110,500,9999.0,110,0
70.202,105,495,9999.0,105,0
70.236,100,490,9999.0,100,0
70.258,95,485,9999.0,95,0
70.291,90,480,9999.0,90,0
70.32,85,475,9999.0,85,0
70.341,80,470,9999.0,80,0
70.371,75,465,9999.0,75,0
70.398,70,460,9999.0,70,0
70.42,65,455,9999.0,65,0
70.45,60,450,9999.0,60,0
70.476,55,445,9999.0,55,0
70.496,50,440,9999.0,50,0
70.526,45,435,9999.0,45,0
70.545,40,430,9999.0,40,0
70.573,35,425,9999.0,35,0
70.604,30,420,9999.0,30,0
70.62,25,415,9999.0,25,0
70.649,20,410,9999.0,20,0
70.677,15,405,9999.0,15,0
70.696,10,400,9999.0,10,0
70.724,5,395,9999.0,5,0
70.752,0,390,9999.0,320,2
70.77,190,385,9999.0,315,1
70.799,185,380,9999.0,310,0
70.828,180,375,9999.0,305,0
70.847,175,370,9999.0,300,0
70.877,170,365,9999.0,295,0
70.908,165,360,9999.0,290,0
70.929,160,355,9999.0,285,0
70.963,155,350,9999.0,280,0
70.988,150,345,9999.0,275,0
71.025,145,340,9999.0,270,0
71.053,140,335,9999.0,265,0
71.089,135,330,9999.0,260,0
71.119,130,325,9999.0,255,0
71.139,125,320,9999.0,250,0
71.17,120,315,9999.0,245,0
71.198,115,310,9999.0,240,0
71.219,110,305,9999.0,235,0
71.247,105,300,9999.0,230,0
71.267,100,295,9999.0,225,0
71.297,95,290,9999.0,220,0
71.327,90,285,9999.0,215,0
71.347,85,280,9999.0,210,0
71.376,80,275,9999.0,205,0
71.408,75,270,9999.0,200,0
71.432,70,265,9999.0,195,0
71.462,65,260,9999.0,190,0
71.482,60,255,9999.0,185,0
71.513,55,250,9999.0,180,0
71.55,50,245,9999.0,175,0
71.577,45,240,9999.0,170,0
71.611,40,235,9999.0,165,0
71.636,35,230,9999.0,160,0
71.673,30,225,9999.0,155,0
71.701,25,220,9999.0,150,0
71.746,20,215,9999.0,145,0
71.773,15,210,9999.0,140,0
71.805,10,205,9999.0,135,0
71.844,420,200,9999.0,130,1
71.878,415,195,9999.0,125,0
71.914,410,190,9999.0,120,0
71.951,405,185,9999.0,115,0
71.982,400,180,9999.0,110,0
72.008,395,175,9999.0,105,0
72.04,390,170,9999.0,100,0
72.061,385,165,9999.0,95,0
72.098,380,160,9999.0,90,0
72.125,375,155,9999.0,85,0
72.164,370,150,9999.0,80,0
72.206,365,145,9999.0,75,0
72.23,360,140,9999.0,70,0
72.265,355,135,9999.0,65,0
72.285,350,130,9999.0,60,0
72.319,345,125,9999.0,55,0
72.342,340,120,9999.0,50,0
72.376,335,115,9999.0,45,0
72.412,330,110,9999.0,40,0
72.441,325,105,9999.0,35,0
72.481,320,100,9999.0,30,0
72.501,315,95,9999.0,25,0
72.544,310,90,9999.0,20,0
72.567,305,85,9999.0,15,0
72.602,300,80,9999.0,10,0
72.635,295,75,9999.0,5,0
72.662,290,70,9999.0,0,0
72.694,285,65,9999.0,410,2
72.715,280,60,9999.0,405,0
72.755,275,55,9999.0,400,0
72.785,270,50,9999.0,395,0
72.826,265,45,9999.0,390,0
72.855,260,40,9999.0,385,0
72.877,255,35,9999.0,380,0
72.907,250,30,9999.0,375,0
72.93,245,25,9999.0,370,0
72.966,240,20,9999.0,365,0
72.997,235,15,9999.0,360,0
73.019,230,10,9999.0,355,0
73.051,225,5,9999.0,350,0
73.07,220,0,9999.0,345,0
73.103,215,65,9999.0,340,4
73.135,210,60,9999.0,335,0
73.167,205,55,9999.0,330,0
73.205,200,50,9999.0,325,0
73.229,195,45,9999.0,320,0
73.26,190,40,9999.0,315,0
73.287,185,35,9999.0,310,0
73.326,180,30,9999.0,305,0
73.352,175,25,9999.0,300,0
73.387,170,20,9999.0,295,0
73.422,165,15,9999.0,290,0
73.451,160,10,9999.0,285,0
73.485,155,5,9999.0,280,0
73.516,150,50,9999.0,275,4
